,price,expenses,m2,rooms,bathrooms,years,address,barrio,subbarrio,note,link
14,260000,13574,"89,85",2,2,40,"AMENABAR 3000, Piso 3",Nuñez,,"Muy amplio 3 ambientes con dependencia de servicio, balcón semi aterrazado, cochera y baulera",/departamento-en-venta-en-nunez-3-ambientes--7437030
15,61730,NaN,"21,30",0,1,0,"Vuelta De Obligado 4100, Piso PB",Nuñez,,Atención Inversores OFICINA - LOCAL O VIVIENDA AL FRENTE PB DPTO E02   - TODO ELÉCTRICO,/departamento-en-venta-en-nunez-1-ambiente--5576525
16,269000,10000,65,2,1,10,"Vuelta De Obligado 3800, Piso 1",Nuñez,,ESPECTACULAR 3 AMBIENTES CON BALCÓN Y PARRILLA INCORPORADO,/departamento-en-venta-en-nunez-3-ambientes--6731413
17,110000,4000,40,1,1,50,"Cnel J Moldes 2000, Piso pb",Belgrano,,2 ambientes apto uso profesional,/departamento-en-venta-en-belgrano-2-ambientes--7091529
18,294000,34500,75,2,2,20,"Mendoza 1900, Piso 4",Belgrano,,Excelente semipiso de 3 amb en Torre!!,/departamento-en-venta-en-belgrano-3-ambientes--9064347
19,87000,727553,,1,1,40,Pasaje del Carmen al 700, Centro,San Nicolás,Departamento - San Nicolas,/departamento-en-venta-en-san-nicolas-2-ambientes--9026164
0,125000,7000,34,1,1,10,Charcas al 2800,Barrio Norte,,Departamento - Barrio Norte,/departamento-en-venta-en-barrio-norte-1-ambiente--7498019
1,110000,5000,60,2,1,50,"Jose Ingenieros 2900, Piso 6",Villa Santa Rita,,Venta departamento tres ambientes mucho potencial,/departamento-en-venta-en-villa-santa-rita-3-ambientes--9369152
2,139000,4000,40,1,1,0,"Mendoza 5500, Piso 5",Villa Urquiza,,Excelente 2 ambientes.,/departamento-en-venta-en-villa-urquiza-2-ambientes--8960327
3,280000,20000,105,3,3,30,"Roosvelt 2800, Piso 14",Belgrano,,"S/Piso125mtr2,3dormitorios,3bños,dep/serv,2cocheras,baulera.",/departamento-en-venta-en-belgrano-4-ambientes--9526071
4,79000,5000,30,1,1,35,"Altolaguirre 2300, Piso 5",Villa Urquiza,,"Depto 2 Amb, Muy Luminoso, Bajas Expensas",/departamento-en-venta-en-villa-urquiza-2-ambientes--10700228
5,440000,1,71,1,2,,Juana Manso 1400, Centro,Puerto Madero,"Departamento  en Venta ubicado en Puerto Madero, Capital Federal, Buenos Aires - MAD1157_LP442292_1",/departamento-en-venta-en-puerto-madero-2-ambientes--8978484
6,65000,NaN,22,0,1,50,"Amenabar 2200, Piso 8",Belgrano,,Monoambiente Muy Luminoso Excelente Ubicación!,/departamento-en-venta-en-belgrano-1-ambiente--9413105
7,277300,NaN,101,3,2,,EMPRENDIMIENTO DUMA,Liniers,,Departamento - B.Naon,/departamento-en-venta-en-liniers-4-ambientes--8069805
8,239000,25000,106,3,2,50,Ciudad de la Paz 1500,Belgrano,,Departamento - Belgrano,/departamento-en-venta-en-belgrano-4-ambientes--10659297
9,85000,4800,35,0,1,20,"Soler 4000, Piso 2", Palermo,Palermo Viejo,"Monoambiente, excelente ubicación en Palermo",/departamento-en-venta-en-palermo-viejo-1-ambiente--10884493
10,115000,7000,56,1,2,8,"Cap J G Bermudez 1600, Piso 5", Floresta,Monte Castro,Depto 2 amb al frente con balcon,/departamento-en-venta-en-monte-castro-2-ambientes--10889269
11,74900,7200,55,2,1,67,Rivadavia 5100,Caballito,,Venta 3 ambientes  Caballito Luminoso piso alto,/departamento-en-venta-en-caballito-3-ambientes--10892989
12,85000,3800,55,2,1,52,Baigorria 2900,Villa del Parque,,Villa del Parque  venta 3 ambientes balcón Cfte,/departamento-en-venta-en-villa-del-parque-3-ambientes--10890182
13,235000,NaN,"109,52",2,2,,Jose A Cabrera 3500,Barrio Norte,,EMPRENDIMIENTO EN EL CORAZÓN BARRIO NORTE - CABRERA Y MARIO BRAVO - UNIVERSIDAD DE PALERMO,/departamento-en-venta-en-barrio-norte--10793697
14,240000,17600,84,3,2,50,"Gral M De Azcuenaga 1800, Piso 3", Barrio Norte,Recoleta,"Azcuenaga 1811 Esq Las Heras Semipiso 3 Amb, Baño, Coc, Lav, Dep/serv Reciclado",/departamento-en-venta-en-recoleta-4-ambientes--10785687
15,130000,5200,58,2,1,45,Directorio al 2400,Flores,,3 AMB FTE BCON TERRAZA - 78 m2,/departamento-en-venta-en-flores-3-ambientes--10565207
16,73000,NaN,34,1,1,49,José Hernández 2400,Belgrano,,2 AMBIENTES VENTA  BELGRANO SILENCIOSO +LUZ,/departamento-en-venta-en-belgrano-2-ambientes--10987825
17,43800,4000,29,0,1,52,Salta 200, Centro,Monserrat,Monoambiente VENTA piso alto luminoso MONSERRAT,/departamento-en-venta-en-monserrat-1-ambiente--10794335
18,47500,9200,36,1,1,47,Terrada 300,Flores,,"Venta 2 Ambientes Flores, C/Vista Panorámica",/departamento-en-venta-en-flores-2-ambientes--11080111
19,79000,6300,32,1,1,40,"Olazabal 5100, Piso 5",Villa Urquiza,,Excelente dos ambientes,/departamento-en-venta-en-villa-urquiza-2-ambientes--11153509
0,195000,12000,56,1,1,8,Fray justo Santa Maria de Oro al 2700, Palermo,Botanico,Departamento 2 ambientes con gran balcón terraza en venta,/departamento-en-venta-en-botanico-2-ambientes--8477087
1,94000,2500,77,2,1,100,"Bartolome Mitre 2600, Piso 1",Balvanera,,"Departamento de 3 Ambientes Amplios de Estilo, Con Hall, Galeria, Cocina Comedor",/departamento-en-venta-en-balvanera-3-ambientes--10494789
2,72500,6315,36,1,1,55,Ramírez de Velasco  entre Thames y Serrano,Villa Crespo,,Venta departamento de 2 ambientes,/departamento-en-venta-en-villa-crespo-2-ambientes--11190703
3,109900,NaN,44,1,1,0,Manzanares 3500,Saavedra,,Venta Depto 2 Amb. A Estrenar. Sup 49 m2. Exc Ubic,/departamento-en-venta-en-saavedra-2-ambientes--11072037
4,115000,9000,70,2,1,50,"Neuquen 500, Piso 7",Caballito,,Hermoso departamento de tres ambientes. Excelente ubicación!,/departamento-en-venta-en-caballito-3-ambientes--5939465
5,400000,42000,230,5,5,,"Av.rivadavia 5900, Piso 8",Caballito,,Excelente Piso 6 amb con dependencia y cocheras cubiertas,/departamento-en-venta-en-caballito-6-ambientes--11246049
6,87000,5300,45,1,1,0,"CAMPANA 4400, Piso 5",Villa Pueyrredon,,EXCELENTE 2 AMBIENTES AL FRENTE c/ BALCON A ESTRENAR,/departamento-en-venta-en-villa-pueyrredon-2-ambientes--7929705
7,125000,NaN,53,1,1,2,"MARMOL, JOSE 600",Almagro,,AMBIENTES AMPLIOS - MUY LUMINOSO - IMPECABLE ESTADO,/departamento-en-venta-en-almagro-2-ambientes--10905093
8,114900,4500,39,1,1,2,Carlos Calvo 4200,Caballito,,Venta Depto 2 amb Baño+Toilete Amenities Caballito,/departamento-en-venta-en-caballito-2-ambientes--11294875
9,179000,NaN,67,2,2,28,Rio de Janeiro al 800,Almagro,,Excelente 3 Ambientes con Dependencia y Cochera en Venta en Almagro | Rio de Janeiro al 800,/departamento-en-venta-en-almagro-3-ambientes--10946323
10,79900,2600,38,1,1,4,Avenida Álvarez Jonte 4300, Floresta,Monte Castro,Venta Departamento 2 amb a estrenar balcón terraza,/departamento-en-venta-en-monte-castro-2-ambientes--11312596
11,135000,NaN,60,2,1,2,Avenida Jonte y Lope de Vega 1700, Floresta,Monte Castro,Departamento 72 m totales a estrenar MONTE CASTRO,/departamento-en-venta-en-monte-castro-3-ambientes--11312600
12,228000,20000,67,2,2,12,Vidt 1600,Palermo,,PALERMO.VENTA 3AMBIENTES.TORRE EXCLUSIVA.AMENITIES,/departamento-en-venta-en-palermo-3-ambientes--11317676
13,78652,NaN,38,1,1,0,Av. Juan B. Justo 4000,Caballito,,Venta en Pozo 2 Amb+Balcón Caballito Financiación,/departamento-en-venta-en-caballito-2-ambientes--9421944
14,180000,8000,81,1,1,32,Franklin D. Roosevelt 2900,Belgrano,,Dúplex con cochera - Belgrano,/departamento-en-venta-en-belgrano-2-ambientes--10341461
15,162000,13000,84,3,2,30,Río de Janeiro 100,Almagro,,VENTA DEPTO 4 AMBIENTES ALMAGRO/CABALLITO SUBTE A,/departamento-en-venta-en-almagro-4-ambientes--11233922
16,95000,9500,34,0,1,3,"Amenabar 1700, Piso 1",Belgrano,,MODERNO MONOAMBIENTE/AMENITIES/ POSIB COCHERA,/departamento-en-venta-en-belgrano-1-ambiente--9466018
17,135000,NaN,70,3,1,35,Tinogasta al 3700,Villa del Parque,,Departamento - Villa del Parque 4AMB CON 2 PTIOS JDIN ESCRITORIO MUY BUEN ESTADO,/departamento-en-venta-en-villa-del-parque-4-ambientes--11345228
18,57900,3990,"31,33",0,,20,"Yerbal 2400, Piso 3",Flores,,"EXCELENTE MONOAMB. 31.33m² COCINA SEPARADA/ BAÑO COMPLT. FLORES LUZ Y SOL. A MTS DEL SUBTE LINEA ""A""",/departamento-en-venta-en-flores-1-ambiente--10826773
19,73000,5000,33,1,1,5,"Paysandu 1100, Piso 2", Caballito,Caballito Norte,"Lindo depto, ambiente y medio, con placard  , baño completo y balcon, contrafrente muy luminoso, 38",/departamento-en-venta-en-caballito-norte--8527052
0,55000,NaN,34,0,1,1,"L Griveo 2900, Piso 1",Villa Pueyrredon,,MONOAMBIENTE EN VENTA - 34 M2 C/COCHERA,/departamento-en-venta-en-villa-pueyrredon-1-ambiente--8934706
1,97000,6500,38,1,1,15,Rojas  al 1800,Villa Crespo,,Departamento - Villa Crespo,/departamento-en-venta-en-villa-crespo-2-ambientes--8510329
2,255000,11000,107,3,3,30,Formosa 200,Caballito,,"¡OPORTUNIDAD! Depto. Semipiso 4 ambientes, Caballito",/departamento-en-venta-en-caballito-4-ambientes--11013392
3,430000,NaN,173,4,3,60,"Av. Las Heras 1868, 8° “A”", Barrio Norte,Parque Las Heras,Departamento - P.Las Heras,/departamento-en-venta-en-parque-las-heras-5-ambientes--8937327
4,144500,14000,58,2,1,15,Pujol al 1000, Caballito,Caballito Norte,"Moderno duplex 3 ambientes con cochera - 60m2, Caballito Norte",/departamento-en-venta-en-caballito-norte-3-ambientes--11079850
5,88000,6500,42,1,,35,"ALBERDI, JUAN B., AV. 5600",Mataderos,,"VENTA DEPTO 2 AMBIENTES en Alberdi al 5600, Mataderos.",/departamento-en-venta-en-mataderos-2-ambientes--11276236
6,69000,1700,42,1,1,,"Salvador Maria Del Carril 4800, Piso 2",Villa Devoto,,Excelente 2 ambientes reciclado a nuevo.,/departamento-en-venta-en-villa-devoto-2-ambientes--9632883
7,74000,5323,41,1,1,40,AV. RIVADAVIA al 2300,Balvanera,,RIVADAVIA AL 2300 - T/A NUEVO T/SOL T/EXT - Balvanera,/departamento-en-venta-en-balvanera-2-ambientes--10681266
8,68000,4855,34,1,1,30,"G Espinosa 100, Piso 5",Caballito,,2 amb 34m2 en linda zona de CABALLITO. A mts de Av Rivadavia y Club Ferro. TIENE VIDEO Y PLANOS!!,/departamento-en-venta-en-caballito-2-ambientes--10937788
9,92000,8500,35,1,1,45,Marcos Paz al 3400 7º,Villa Devoto,,Departamento 2 ambientes con balcon. Villa Devoto,/departamento-en-venta-en-villa-devoto-2-ambientes--9062038
10,34000,4000,19,0,1,60,"Juan Agustin Maza 1100, Piso 5",Boedo,,Departamento de 1 Ambiente a metros de San Juan y Boedo,/departamento-en-venta-en-boedo-1-ambiente--3608806
11,749000,45000,160,4,3,10,Conesa al 2000 - Piso 7,Belgrano,,HERMOSO SEMIPISO - 2 COCHERAS - 4 DORMITORIOS - DEPENDENCIA - EDIFICIO DE CATEGORÍA,/departamento-en-venta-en-belgrano-5-ambientes--10354133
12,499900,29800,106,3,2,10,Arribeños al 3200,Nuñez,,Departamento - Venta - 4 Ambientes -  Nuñez - RECORRIDO REALIDAD VIRTUAL,/departamento-en-venta-en-nunez-4-ambientes--9689324
13,89900,6000,,1,1,50,Muñiz al 1000,Boedo,,Departamento - Boedo,/departamento-en-venta-en-boedo-2-ambientes--11067977
14,2900000,46000,475,5,6,,Florida 1000, Barrio Norte,Plaza San Martín,"EDIFICIO KAVANAGH, Piso 14°  Venta",/departamento-en-venta-en-plaza-san-martin-6-ambientes--5785445
15,89999,5540,,0,,5,Quintana 4600,Saavedra,,Excelente departamento monoambiente en moderno edificio sobre calle Quintana al 4600,/departamento-en-venta-en-saavedra-1-ambiente--11338226
16,86000,4200,41,1,1,25,"CORRIENTES, AVDA. al 4900",Villa Crespo,,CORRIENTES 4900 - Villa Crespo,/departamento-en-venta-en-villa-crespo-2-ambientes--7382121
17,690000,33500,377,4,,,J.E.Uriburu 1200, Barrio Norte,Recoleta,"Excelente J E Uriburu 1200 piso Francés COCHERA, departamento venta",/departamento-en-venta-en-recoleta-8-ambientes--7302554
18,79000,6000,31,1,1,40,AV BEIRO 3200,Villa del Parque,,DPTO 2 AMBIENTES APTO PROF. EXCELENTE UBICACION.,/departamento-en-venta-en-villa-del-parque-2-ambientes--11227592
19,68000,NaN,35,1,1,45,"Av Nazca 3500, Piso 4",Villa del Parque,,"VILLA DEL PARQUE: 2 AMB LATERAL, 4° PISO A MTS DE AV. BEIRO Y A 200 MTS DE AV. SAN MARTIN 3 C CUENCA",/departamento-en-venta-en-villa-del-parque-2-ambientes--10893785
0,129000,4800,77,2,1,40,AV. SEGUROLA al 100,Floresta,,SEGUROLA AL 100 - ESCRITORIO V/ABIERTA T/SOL - Floresta,/departamento-en-venta-en-floresta-3-ambientes--8622381
1,99000,8375,57,2,1,50,ECUADOR al 700,Barrio Norte,,ECUADOR AL 700 - BALCON V/ABIERTA T/SOL T/A NUEVO - Barrio Norte,/departamento-en-venta-en-barrio-norte-3-ambientes--10954972
2,143000,NaN,65,2,2,0,Burela al 3200,Villa Urquiza,,Ultimo 3 amb.!!,/departamento-en-venta-en-villa-urquiza-3-ambientes--10924814
3,79000,10036,67,2,1,40,DONIZETTI Y RIVADAVIA,Villa Luro,,DONIZETTI Y RIVADAVIA - BAULERA ESPECT V/PANORAMICA - Villa Luro,/departamento-en-venta-en-villa-luro-3-ambientes--11285470
4,295000,16000,80,2,2,40,"Olleros 1800, Piso 3",Belgrano,,Excelente semipiso  de 3 ambientes con dependencia al frente,/departamento-en-venta-en-belgrano-3-ambientes--9166007
5,201500,17300,107,3,1,40,"Guayaquil 400, Piso 3", Caballito,Parque Rivadavia,4 ambientes frente 107 mts2 3 dormitorios al frente c/ cochera optativa,/departamento-en-venta-en-parque-rivadavia-4-ambientes--10538759
6,77000,NaN,37,1,1,,COSQUIN 1800,Mataderos,,"Departamento - Venta - Argentina, Capital Federal - COSQUIN 1800",/departamento-en-venta-en-mataderos-2-ambientes--11070755
7,235000,17213,137,4,2,17,"Avellaneda 600, Piso 1",Caballito,,SEMIPISO - TODO SOL -  IMPECABLE - COCHERA - PATIO -,/departamento-en-venta-en-caballito-5-ambientes--11244229
8,149000,4589,149,2,1,40,CONCORDIA al 1100,Floresta,,CONCORDIA 1100 - (UNICO) 149 M2 ESPECT JDIN APTO PROF - FLORESTA,/departamento-en-venta-en-floresta-3-ambientes--8541665
9,52000,NaN,25,0,1,,"Av Jujuy 1800, Piso 3",Parque Patricios,,Parque Jujuy 1892,/departamento-en-venta-en-parque-patricios-1-ambiente--6214856
10,79000,6000,38,1,1,,Consultar dirección,Caballito,,2 ambientes - Espnosa 100 -  Caballito,/departamento-en-venta-en-caballito-1-ambiente--10414789
11,90000,7300,26,0,1,2,"Virrey Arredondo 2600, Piso 4",Colegiales,,EXCELENTE MONOAMBIENTE  -SEMIPISO C/PISCINA,/departamento-en-venta-en-colegiales-1-ambiente--7583900
12,87000,NaN,40,1,1,45,"Av Scalabrini Ortiz 1600, Piso 8", Palermo,Palermo Soho,Venta departamento 2 ambientes Palermo Soho,/departamento-en-venta-en-palermo-soho-2-ambientes--10865597
13,68000,6500,,1,1,,"Gral J J De Urquiza 1100, Piso 6",San Cristobal,,REGIO DEPTO DE 2 AMB. EN MUY BUEN ESTADO Y EDIFICIO - EXTRAORDINARIA ZONA!!! - OPORTUNIDAD!!!,/departamento-en-venta-en-san-cristobal-2-ambientes--11026315
14,130000,10000,115,0,2,50,TUCUMAN al 600, Centro,San Nicolás,TUCUMAN 600 - IMPECABLE !!!,/departamento-en-venta-en-san-nicolas--11331803
15,169000,12000,69,2,1,25,"INDEPENDENCIA, AVDA. al 2100",San Cristobal,,SEMIP EN INDEPENDENCIA AL 2100 - COCH CUB BCON V/ABIERTA T/SOL  - San Cristobal,/departamento-en-venta-en-san-cristobal-3-ambientes--10277880
16,125000,12044,72,2,1,40,AV. VELEZ SARSFIELD 67 1° B,Parque Patricios,,VELEZ SARSFIELD Y CASEROS - 84 M2 TOT BCON TZA Y PATIO - Parque Patricios,/departamento-en-venta-en-parque-patricios-3-ambientes--11327532
17,129000,8000,70,2,1,40,AV. NAZCA 1900,Villa del Parque,,NUEVO VALOR - VENTA 3 AMBIENTES AL FRENTE C/ BALCON TERRAZA,/departamento-en-venta-en-villa-del-parque-3-ambientes--10395701
18,195000,18000,72,1,1,26,"Gral Lucio Mansilla 3900, Piso PB",Palermo,,"EXCELENTE DUPLEX, RECICLADO. TODO NUEVO. LUMINOSO. EDIFICIO CON PISCINA",/departamento-en-venta-en-palermo-3-ambientes--9013705
19,69500,4900,34,1,1,45,ARAOZ 2000,Palermo,,Departamento de 2 ambientes en Venta en Palermo,/departamento-en-venta-en-palermo-2-ambientes--8415001
0,152500,NaN,62,2,1,,Gral. Artigas y Av. Avellaneda,Flores,,"3 amb A ESTRENAR, SUPER LUMINOSO!!",/departamento-en-venta-en-flores-3-ambientes--8284960
1,89000,5000,44,2,1,30,"Pola 100, Piso 1",Liniers,,EXCELENTE 2/3 AMBS EN EL LÍMITE C/V. LURO - RESIDENCIAL,/departamento-en-venta-en-liniers-3-ambientes--8054593
2,55000,5000,,1,1,50,"Jean Jaures 300, Piso 3",Abasto,,Departamento en venta en Abasto,/departamento-en-venta-en-abasto-2-ambientes--11290804
3,72000,NaN,44,1,1,0,"Martiniano Leguizamon 100, Piso 1",Liniers,,2 AMB DESDE D69.000   3 AMB DESDE D96.000  .. ENTREGA FEBRERO 2022,/departamento-en-venta-en-liniers-2-ambientes--7725421
4,220000,NaN,73,3,2,15,Pedro Ignacion Rivera al 5400,Villa Urquiza,,Departamento 4 ambientes al frente con balcon,/departamento-en-venta-en-villa-urquiza-4-ambientes--8541031
5,325000,NaN,98,3,2,,COMBATIENTES DE MALVINAS 3900,Villa Urquiza,,BALCON ATERRAZADO - COCINA SEPARADA - SUPER LUMINOSOS,/departamento-en-venta-en-villa-urquiza-4-ambientes--10872047
6,110000,4000,62,2,1,40,"Avda. Entre Rios 1200, Piso 6",San Cristobal,,"Departamento 3 amb. amplios, luz y sol. vista abierta",/departamento-en-venta-en-san-cristobal-3-ambientes--6234715
7,345000,13000,100,3,2,0,Sanabria 3400,Villa Devoto,,Departamento  Semi Piso. Cuatro Ambt- Tres cocheras. Muy Luminoso. Villa Devoto,/departamento-en-venta-en-villa-devoto-4-ambientes--8902932
8,250000,NaN,94,3,2,0,Jose Bonifacio 2456,Flores,,Exc. 4 amb. balcón Terraza c/ parrilla - Losa radiante - DVH - Amenities - 108 m2,/departamento-en-venta-en-flores-4-ambientes--9498713
9,50000,10123,44,1,1,40,25 DE MAYO al 700,Centro,,25 DE MAYO AL 700 - APTO PROF LUMIN OPCION COCH: U$S 15.000 - Centro,/departamento-en-venta-en-centro-2-ambientes--10753997
10,85000,1200,52,1,,,"Cap. Gral. Ramón Freire 2800, Piso PB",Coghlan,,Departamento 2 amb / Ambiente en entrepiso / Bajas expensas,/departamento-en-venta-en-coghlan-2-ambientes--11289128
11,89000,7000,38,1,1,10,"Ayacucho 200, Piso 3",Balvanera,,Venta de monoambiente con cochera y amenities en Balvanera,/departamento-en-venta-en-balvanera-1-ambiente--9559788
12,65000,1500,35,1,1,60,"Santos Dumont 4700, Piso 2",Chacarita,,TERRAZA PROPIA CON FACILIDADES,/departamento-en-venta-en-chacarita-2-ambientes--10649790
13,125000,NaN,46,2,1,0,Bonifacio 2456,Flores,,Exc. Depto. 3 amb c/ balcón - Losa radiante - DVH - 49m2 - Cochera opcional - Amenities,/departamento-en-venta-en-flores-3-ambientes--9498699
14,89000,2230,52,2,1,40,OLLEROS al 4100,Chacarita,,OLLEROS AL 4100 - APTO PROFESIONAL - Chacarita,/departamento-en-venta-en-chacarita-3-ambientes--11286128
15,595000,25000,106,2,1,7,"Sucre 800, Piso 4/5", Belgrano,Belgrano Chico,UNICOOO DUPLEX – entre Dragones y Ramsay,/departamento-en-venta-en-belgrano-chico-3-ambientes--10838985
16,205000,13000,93,3,2,25,BACACAY al 2100,Flores,,BACACAY 2100 - Flores,/departamento-en-venta-en-flores-4-ambientes--7382188
17,310000,13000,182,4,4,65,ACOYTE 700,Caballito,,VENTA DEPARTAMENTO 5 AMBIENTES CABALLITO,/departamento-en-venta-en-caballito-5-ambientes--8363470
18,268000,11000,108,5,2,40,Virrey del Pino al 2800,Belgrano,,IMPECABLE Semi piso con cochera - Belgrano,/departamento-en-venta-en-belgrano-6-ambientes--10061096
19,65000,4700,33,0,1,6,"Juan C Del Campillo 2600, Piso 5",Villa Urquiza,,MONO-AMBIENTE al Contrafrente - Impecable Estado,/departamento-en-venta-en-villa-urquiza-1-ambiente--11320600
0,34000,NaN,22,1,1,0,Monasterio al 100,Parque Patricios,,Venta Departamento Monoambiente Parque Patricios,/departamento-en-venta-en-parque-patricios-1-ambiente--7973859
1,87000,8600,45,1,1,50,Isabel La Catolica 100,Barracas,,2 amb contrafrente - reciclado,/departamento-en-venta-en-barracas-2-ambientes--7985233
2,80000,NaN,40,1,1,35,Alvarez Thomas al 3200, Villa Urquiza,Urquiza R,Departamento 2 ambientes lateral. Excelente vista y luminosidad,/departamento-en-venta-en-urquiza-r-2-ambientes--7844841
3,85000,11000,44,1,1,40,AV. MONTES DE OCA al 900,Barracas,,AV. MONTES DE OCA AL 900 - V/ABIERTA T/SOL T/A NUEVO - Barracas,/departamento-en-venta-en-barracas-2-ambientes--9758393
4,64530,NaN,"35,85",0,1,0,"Portela 100, Piso 1",Flores,,"A 30 Mts Av. Rivadavia - 1,2 y 3 Ambientes Con Balcon Terraza A Estrenar- Hasta 72 Meses Financiado",/departamento-en-venta-en-flores-1-ambiente--8505330
5,227000,9000,110,3,1,45,"GRIVEO 2500 , Piso 3",Villa Pueyrredon,,4 AMBIENTES EN Villa Pueyrredon muy Luminoso con Cochera y Baulera,/departamento-en-venta-en-villa-pueyrredon-4-ambientes--7970922
6,69900,NaN,,1,1,60,Tres Arroyos 1600,Paternal,,DEPARTAMENTO 2 AMBIENTES -  Paternal,/departamento-en-venta-en-paternal-2-ambientes--10076074
7,298000,13500,78,3,2,55,Av S M Del Carril 3500,Villa Devoto,,Semipiso 4amb al fte c/terraza propia coch y baul. A 300mts Pza Arenales. Sobre Boulevard S M Carril,/departamento-en-venta-en-villa-devoto-4-ambientes--10498767
8,55000,3500,30,1,1,55,"Combate de los pozos 600, Piso 1",San Cristobal,,2 ambientes cómodos- Muy buen estado-,/departamento-en-venta-en-san-cristobal-2-ambientes--8054037
9,67000,6500,38,1,1,15,"E De Luca 1400, Piso 4",San Cristobal,,Departamento 2 Ambientes Venta San Cristobal Limite con Parque Patricios,/departamento-en-venta-en-san-cristobal-2-ambientes--8479123
10,112000,10000,39,1,1,8,"Av Dr R Balbin 2500, Piso 2",Coghlan,,46m - Balcon - Amenities - Mono divisible,/departamento-en-venta-en-coghlan-1-ambiente--11054775
11,175000,12000,61,2,1,8,Palestina al 1000,Almagro,,"Departamento de 3 ambientes, 85 m2 totales. Con balcón Terraza. Almagro",/departamento-en-venta-en-almagro-3-ambientes--11238408
12,256000,7999,91,2,2,0,"Conde 2800, Piso 2",Coghlan,,Nuevo Valor Cuarentena Excelente 3 amb,/departamento-en-venta-en-coghlan-3-ambientes--7630806
13,109000,NaN,38,1,1,0,"Av F Beiro 3400, Piso 7",Villa Devoto,,Excelente  2 Amb al  Frente en VENTA CON RENTA.,/departamento-en-venta-en-villa-devoto-2-ambientes--6248915
14,110000,4045,58,2,1,40,ESTADOS UNIDOS al 1800,San Cristobal,,ESTADOS UNIDOS Y ENTRE RIOS - San Cristobal,/departamento-en-venta-en-san-cristobal-3-ambientes--8367207
15,110000,7500,60,3,1,40,"Av N Albarellos 3100, Piso 3",Villa Pueyrredon,,Departamento 4 Amb. - Impecable!!,/departamento-en-venta-en-villa-pueyrredon-4-ambientes--11270960
