,price,expenses,m2,rooms,bathrooms,years,address,barrio,subbarrio,note,link
11,206000,8470,68,2,2,0,Pacheco al 2600,Villa Urquiza,,"73m2 A estrenar! 3amb de categoría,  cocina y lavadero  independientes - Villa Urquiza",/departamento-en-venta-en-villa-urquiza-3-ambientes--10267226
12,250000,15000,95,3,2,10,"FORMOSA 200, Piso 2",Boedo,,"DEPARTAMENTO SEMIPISO DE 4 AMBIENTES  EN VENTA, ZONA CABALLITO",/departamento-en-venta-en-boedo-4-ambientes--10280206
13,120000,NaN,42,1,1,21,Blanco Encalada al 4500,Villa Urquiza,,Venta Departamento 2 ambientes impecable - Villa Urquiza,/departamento-en-venta-en-villa-urquiza-2-ambientes--10280129
14,310000,NaN,142,4,2,45,Parral 49 7° A,Caballito,,Semipiso de 5 ambientes con dependencia de servicio.Cochera cubierta móvil - Caballito,/departamento-en-venta-en-caballito-5-ambientes--10094644
15,330000,NaN,140,3,1,50,Av. Cabildo al 2200,Belgrano,,Venta Departamento 3 ambientes con dependencia y balcón corrido - Belgrano,/departamento-en-venta-en-belgrano-4-ambientes--10183174
16,248000,18000,99,3,1,42,Av. Melian al 2300,Belgrano,,Venta departamento 3 amb con dependencia super luminoso en Belgrano R,/departamento-en-venta-en-belgrano-4-ambientes--10072536
17,93152,10,35,0,1,0,Av. Eva Peron 2600,Flores,,Semi-Piso. Mono-ambiente divisible con Ameneties - Flores,/departamento-en-venta-en-flores-1-ambiente--6184310
18,75000,10,35,0,1,0,Av. Eva Peron 2600,Flores,,Semi-Piso. Mono-ambiente divisible con Ameneties - Flores,/departamento-en-venta-en-flores-1-ambiente--8089519
19,119000,10,50,2,1,42,Acoyte al 100,Caballito,,Departamento de 3 ambientes con lavadero independiente y Balcón - Caballito,/departamento-en-venta-en-caballito-3-ambientes--8471581
0,80000,6000,32,0,1,5,Felipe Vallese al 300,Caballito,,Departamento - Caballito,/departamento-en-venta-en-caballito-1-ambiente--9790574
1,79000,NaN,42,1,1,,Av Dr L De La Torre 800,Liniers,,Semi Piso 2 amb con balcon c/fte Muy luminoso,/departamento-en-venta-en-liniers-2-ambientes--5508098
2,110000,7000,40,1,1,5,Frias 256,Villa Crespo,,Departamento de 2 ambientes con cochera. Impecable. 5 años. Amenities,/departamento-en-venta-en-villa-crespo-2-ambientes--10284966
3,255000,21000,100,3,1,60,"Av Las Heras 3700, Piso 2", Palermo,Botanico,Av Las Heras 3700- Exc 4 ambientes c/dependencia al frente!,/departamento-en-venta-en-botanico-4-ambientes--10228495
4,75000,5800,50,2,1,45,"Esteban A Gascon 100, Piso PB",Almagro,,TRES AMBIENTES CON PATIO. PLANTA BAJA. EXCELENTE UBICACIÓN. APTO PROFESIONAL. NECESIDAD DE VENDER,/departamento-en-venta-en-almagro-3-ambientes--10300483
5,49800,4100,33,1,1,30,"Av Dr Juan Bautista Justo 2500, Piso 3",Villa Crespo,,"2 AMBIENTES LATERAL ""MUY LUMINOSO""",/departamento-en-venta-en-villa-crespo-2-ambientes--10316940
6,185000,13000,75,2,1,40,Austria  al 2400,Palermo,,"Tres ambientes Dependencias o Tercer dormitorio Balcon al frente, Austria y Las Heras",/departamento-en-venta-en-palermo-3-ambientes--10317972
7,185000,13000,75,2,1,40,Austria  al 2400, Barrio Norte,Recoleta,"Tres ambientes Dependencias o Tercer dormitorio Balcon al frente, Austria y Las Heras",/departamento-en-venta-en-recoleta-3-ambientes--10317946
8,250000,19900,84,2,2,40,Av. Santa Fe 3900,Palermo,,"Departamento Semipiso  en Venta ubicado en Palermo, Capital Federal, Buenos Ai - ALT1874_LP478722_1",/departamento-en-venta-en-palermo-3-ambientes--10317753
9,164000,8000,92,2,1,60,"Esmeralda 900, Piso 7", Barrio Norte,Plaza San Martín,BAJAS EXPENSAS SEMIPISO JARDIN USO COMUN 2 DORM + DEPENDENCIA  92m2  M LUM Y VENT,/departamento-en-venta-en-plaza-san-martin-3-ambientes--5417952
10,97000,NaN,48,2,2,0,Av Gaona 2400,Caballito,,Av Gaona 2464 Caballito 3amb Amenities fte balc u$ 97.000,/departamento-en-venta-en-caballito-3-ambientes--10207039
11,90000,NaN,45,1,1,0,JOSE LEON SUAREZ 1100,Liniers,,DEPTO 2 AMB A ESTRENAR 45 M2,/departamento-en-venta-en-liniers-2-ambientes--10322830
12,80000,3500,25,0,1,48,Larrea al 700 entre Córdoba y San Luis,Balvanera,,Departamento 1 ambiente en venta - Balvanera,/departamento-en-venta-en-balvanera-1-ambiente--5988229
13,59000,3300,28,1,1,48,Rivadavia Av. al 3000 entre Jean Jaures y Ecuador,Once,,Departamento 2 ambientes venta - Once,/departamento-en-venta-en-once-2-ambientes--8509696
14,120000,5400,37,1,1,50,Vuelta de Obligado al 3000 entre Guayra e Iberá,Nuñez,,Departamento 2 ambientes venta zona Nuñez,/departamento-en-venta-en-nunez-2-ambientes--9886381
15,128000,6000,"66,44",2,1,,Av Asamblea 1200,Parque Chacabuco,,EXCELENTE 3 MBIENTES EN PLANTA BAJA CONTRAFRENTE C/ 2 PATIOS. EXCELENTE UBICACION!,/departamento-en-venta-en-parque-chacabuco-3-ambientes--10324542
16,59000,3600,31,,,,"Mexico 900, Piso 3",San Telmo,,HERMOSO Monoambiente al Frente // IDEAL INVERSOR.!!!.// Zona UADE,/departamento-en-venta-en-san-telmo--5818982
17,88000,4000,42,1,1,45,"Av Directorio 200, Piso 4", Caballito,Caballito Sur,Departamento 2 Amb muy amplio con Balcón al frente .RETASADO,/departamento-en-venta-en-caballito-sur-2-ambientes--6293214
18,105000,5000,57,2,1,,"Dr J Valentin Gomez 2600, Piso 3",Once,,3 amb muy luminoiso,/departamento-en-venta-en-once-3-ambientes--9055944
19,90000,4300,56,1,1,60,"Medrano 900, Piso 3",Almagro,,DEPARTAMENTO AL FRENTE - 2 AMBIENTES MUY LUMINOSOS CON HERMOSA TERRAZA PROPIA,/departamento-en-venta-en-almagro-2-ambientes--6833567
0,57000,5000,36,1,1,30,"Av Dr Juan Bautista Justo 7400, Piso 2",Floresta,,2 AMBIENTES LATERAL MUY LUMINOSO,/departamento-en-venta-en-floresta-2-ambientes--10326788
1,107000,10000,60,2,1,,"33 ORIENTALES 300, Piso 7",Almagro,,EXCELENTE SEMI PISO 3 AMB. CON BALCON AL FRENTE Y BAULERA. MUY LUMINOSO Y VISTA ABIERTA.,/departamento-en-venta-en-almagro-3-ambientes--10328676
2,190000,8600,52,2,1,45,Coronel Diaz al 2200, Barrio Norte,Recoleta,Departamento - Recoleta,/departamento-en-venta-en-recoleta-3-ambientes--9869320
3,120000,5000,67,2,1,45,Cnel R L Falcon 4700,Floresta,,Hermoso Dto 3 amb al fte con balcon Todo Nuevo!!!,/departamento-en-venta-en-floresta-3-ambientes--10334596
4,185000,10000,67,2,1,60,Larrea 900,Barrio Norte,,"Semipiso de 3 ambientes al frente, Barrio Norte.",/departamento-en-venta-en-barrio-norte-3-ambientes--9139558
5,209000,NaN,,2,2,0,Juan B. Alberdi 958 2° C,Caballito,,Departamento - Caballito,/departamento-en-venta-en-caballito-3-ambientes--8991192
6,170000,14000,64,2,1,40,Jose M Morelos 700,Caballito,,CABALLITO 3 AMBIENTES CON COCHERA Y BAULERA,/departamento-en-venta-en-caballito-3-ambientes--8444732
7,78000,4000,40,1,1,8,Dr L Belaustegui 2700,Villa Santa Rita,,Departamento en VENTA - CABA,/departamento-en-venta-en-villa-santa-rita-2-ambientes--10336804
8,80000,2000,40,1,1,20,"F Llavallol 4200, Piso 4",Villa Devoto,,Departamento en VENTA - CABA,/departamento-en-venta-en-villa-devoto-2-ambientes--10336824
9,180000,11000,80,2,1,20,Emilio Mitre al 900,Parque Chacabuco,,Departamento - Parque Chacabuco - Emilio Mitre 900,/departamento-en-venta-en-parque-chacabuco-3-ambientes--8273699
10,175000,20000,71,3,2,22,"Cnel R L Falcon 4000, Piso 9",Floresta,,4 AMBIENTES LATERAL CON VISTA ABIERTA y COCHERA,/departamento-en-venta-en-floresta-4-ambientes--10340109
11,86000,6500,"52,63",2,1,60,Av Corrientes 2000,Balvanera,,"AV CORRIENTES al 2000, BALVANERA 3 AMBIENTES.",/departamento-en-venta-en-balvanera-3-ambientes--9274967
12,180000,9500,"95,92",3,1,,JEAN JAURES 400,Balvanera,,JEAN JAURES AL 400. BALVANERA. 4 AMBIENTES,/departamento-en-venta-en-balvanera-4-ambientes--10227582
13,59000,2800,33,1,1,50,Virrey Liniers al 300,Almagro,,Departamento - Almagro,/departamento-en-venta-en-almagro-2-ambientes--10334603
14,93000,6600,42,1,1,30,"Av Cabildo 700, Piso 8",Belgrano,,"2 amb lateral,vista a Cabildo, cocina,baño completo,lavadero,APTO-PROF  Exp $6.600, subte",/departamento-en-venta-en-belgrano--5005723
15,550000,NaN,"197,50",3,3,35,"Suipacha 1300, Piso 8", Barrio Norte,Recoleta,"Exc. depto.Frente, esq.balcones2, lumin,216,06mts2,cochera,baulera,3dorm,3baños,vest,hab.serv.exc.es",/departamento-en-venta-en-recoleta-4-ambientes--10343786
16,74900,6600,44,2,1,45,Inclan 4200,Boedo,,BOEDO 3 AMB SUPER OPORTUNIDAD,/departamento-en-venta-en-boedo-3-ambientes--10344351
17,67000,3200,"29,30",1,1,45,"Azcuenaga 100, Piso 6",Balvanera,,Departamento de 2 Ambientes Lateral Luminoso Excelente Estado y Ubicacion,/departamento-en-venta-en-balvanera-2-ambientes--8990908
18,78000,NaN,27,1,1,,Viamonte 2168 - 2 C,San Telmo,,Departamento - San Telmo,/departamento-en-venta-en-san-telmo-1-ambiente--6115457
19,110000,NaN,,1,1,3,G De Helguera 1800,Villa Santa Rita,,HERMOSO DEPTO - AMPLIO - MUY LUMINOSO CON PATIO,/departamento-en-venta-en-villa-santa-rita-2-ambientes--9870421
0,NaN,NaN,,1,1,,G De Helguera 1800,Villa Santa Rita,,AL FRENTE – EXCELENTE ESTADO – ORIENTACION ESTE,/departamento-en-venta-en-villa-santa-rita-2-ambientes--8623402
1,75000,3500,"39,50",0,1,,"Av A Alvarez Jonte 3200, Piso 8",Villa del Parque,,VENTA MONOAMBIENTE CFTE A ESTRENAR EXCELENTE,/departamento-en-venta-en-villa-del-parque--7970813
2,115000,NaN,35,0,1,0,"Av Cordoba 5200, Piso 6",Palermo,,Monoambiente al frente con balcon + Amenities,/departamento-en-venta-en-palermo-1-ambiente--10357074
3,105000,NaN,35,0,1,0,"Av Cordoba 5200, Piso 3",Palermo,,Monoambiente al frente con balcón + Amenities,/departamento-en-venta-en-palermo-1-ambiente--10357181
4,160000,NaN,53,1,1,0,"Av Cordoba 5200, Piso 2",Palermo,,2 Amb en suite + Toillete + Amenities,/departamento-en-venta-en-palermo-2-ambientes--10357243
5,87000,4700,40,1,1,40,"Pedernera 400, Piso 6",Flores,,Dpto. 2 AMB - Pedernera y Directorio - Mucha luz!,/departamento-en-venta-en-flores-2-ambientes--9954818
6,NaN,6500,39,0,1,4,"Monroe 5300, Piso 7",Villa Urquiza,,"EXCELENTE MONOAMBIENTE ""CATEGORIA PREMIUM"" CON COCHERA Y AMENITIES",/departamento-en-venta-en-villa-urquiza--10364566
7,116900,NaN,50,1,1,3,"Av Corrientes 4800, Piso 5",Villa Crespo,,Departamento de 2 ambientes en Villa Crespo,/departamento-en-venta-en-villa-crespo-2-ambientes--8445217
8,109900,6000,75,3,1,60,"Yerbal 2200, Piso 8",Flores,,Departamento de 4 ambientes en pleno Flores,/departamento-en-venta-en-flores-4-ambientes--8445208
9,107000,NaN,"35,08",0,,0,"Av Corrientes 4500, Piso 6",Almagro,,Monoambiente a estrenar en Almagro,/departamento-en-venta-en-almagro--8445238
10,87900,NaN,"36,42",0,1,0,"Gral M Soler 4200, Piso 3",Palermo,,Monoambiente en pleno palermo a estrenar,/departamento-en-venta-en-palermo--8445224
11,135900,NaN,"40,38",1,1,,"J De Amenabar 1200, Piso 3",Colegiales,,2 ambientes a estrenar en Belgrano Colegiales,/departamento-en-venta-en-colegiales-2-ambientes--8445797
12,200000,5500,73,2,2,20,Blanco Encalada 4500,Villa Urquiza,,Depto 3 amb con balcon al frente y cochera,/departamento-en-venta-en-villa-urquiza-3-ambientes--7996555
13,118910,NaN,43,0,1,0,Guardia vieja 4159,Almagro,,Departamento - Almagro,/departamento-en-venta-en-almagro-1-ambiente--10095086
14,58900,3000,24,0,1,50,G Espinosa 100,Caballito,,CABALLITO 1 AMB SUPER OPORTUNIDAD,/departamento-en-venta-en-caballito-1-ambiente--10368625
15,157000,NaN,61,2,1,0,"Ramón L Falcón 6700, Piso 2",Liniers,,VTA DPTO 3 AMB A ESTRENAR CON BALCÓN AL FRENTE Y COCHERA,/departamento-en-venta-en-liniers-3-ambientes--7295017
16,95000,8500,44,1,1,3,Alberti 300,Balvanera,,Departamento de 2 ambientes en venta - Balvanera,/departamento-en-venta-en-balvanera-2-ambientes--10331895
17,103000,1500,44,1,1,50,ANDONAEGUI al 2500, Villa Urquiza,Urquiza R,Departamento - Urquiza R,/departamento-en-venta-en-urquiza-r-2-ambientes--10254723
18,260000,15040,,2,2,15,"Arenales 3500, Piso 2",Barrio Norte,,"VENTA DEPTO 3 CAMBIENTES AL FRENTE, GRAN BALCON, COCHERA Y AMENITIES, BARRIO NORTE",/departamento-en-venta-en-barrio-norte-3-ambientes--9950304
19,236000,20000,,2,1,55,"AV. CORONEL DIAZ 2400, Piso 10",Barrio Norte,,"VENTA DEPTO AL FTE AL PARQUE LAS HERAS , CTAFTE, 2 DORMITORIOS EN BARRIO NORTE",/departamento-en-venta-en-barrio-norte-3-ambientes--9966147
0,120000,2300,63,2,1,50,"AV. ENTRE RIOS 200, Piso 6",Congreso,,"VENTA 3 AMBIENTES EN CONGRESO CON BALCON, TODO LUZ",/departamento-en-venta-en-congreso-3-ambientes--6160483
1,69000,5126,"33,09",1,1,45,"BARTOLOME MITRE 4400, Piso 5",Almagro,,VENTA 2 AMB LATERAL EN ALMAGRO,/departamento-en-venta-en-almagro-2-ambientes--10171895
2,59900,NaN,,,,,Av Alberdi 3400,Flores,,Nuevo valor!! Venta  Monoambiente - Apto profesional - Flores,/departamento-en-venta-en-flores--7799007
3,120000,4800,97,3,1,60,Caseros 800,Constitucion,,Dpto. 4 amb. en edificio estilo frances,/departamento-en-venta-en-constitucion-4-ambientes--9053105
4,210000,9500,74,2,1,35,M T de Alvear al 2200, Barrio Norte,Recoleta,Recoleta Excelente Piso Al Frente de 3 Ambientes,/departamento-en-venta-en-recoleta-3-ambientes--8543471
5,243750,NaN,76,2,2,0,Concepcion arenal al 3500,Palermo,,"97m2 EXCELENTE 3 AMB, CON BALCON TERRAZA, PARRILLA",/departamento-en-venta-en-palermo-3-ambientes--10341198
6,243750,NaN,76,2,2,0,Concepcion arenal al 3500,Chacarita,,"97m2 EXCELENTE 3 AMB, CON BALCON TERRAZA, PARRILLA",/departamento-en-venta-en-chacarita-3-ambientes--10341199
7,243750,NaN,76,2,2,0,Concepcion arenal al 3500,Colegiales,,"97m2 EXCELENTE 3 AMB, CON BALCON TERRAZA, PARRILLA",/departamento-en-venta-en-colegiales-3-ambientes--10341201
8,49000,3200,26,,,38,"Av M Boedo 400, Piso 7",Almagro,,HERMOSO MOMOAMBIENTE CON BALCON FRANCES SUPER LUMINOSO,/departamento-en-venta-en-almagro--10418546
9,79000,4500,38,0,1,10,"Av. Directorio 2800, Piso 2",Flores,,1 Ambientes amplio al Frente con Balcon,/departamento-en-venta-en-flores-1-ambiente--8512626
10,169000,NaN,"64,41",2,2,15,"Gral B Victorica 3000, Piso 1",Villa Urquiza,,Departamento en venta en Villa Urquiza- Capital Federal,/departamento-en-venta-en-villa-urquiza-3-ambientes--10427349
11,135000,9800,45,1,1,,"Av Cnel Diaz 1700, Piso 2",Barrio Norte,,"2 AMBIENTES !! A NUEVO !! 45 M2 AL FRENTE, APTO PROFESIONAL",/departamento-en-venta-en-barrio-norte-2-ambientes--9392691
12,139900,9890,45,1,1,45,Suipacha 1100, Centro,Retiro,RETIRO DUPLEX 2 AMB SUPER LUMINOSO OPORTUNIDAD,/departamento-en-venta-en-retiro-2-ambientes--10395311
13,58900,1100,25,1,1,45,Gral Cesar Diaz 1500,Villa General Mitre,,VILLA GRAL. MITRE 2 AMB 3RO X ESCL. OPORTUNIDAD,/departamento-en-venta-en-villa-general-mitre-2-ambientes--10398775
14,139000,10841,,3,2,47,"Rio De Janeiro 200, Piso 16",Caballito,,"4 AMBIENTES CON GRAN BALCON 1.60 X 4,50, HERMOSA VISTA PISO 16, 200 MTS SUBTE ""A""",/departamento-en-venta-en-caballito-4-ambientes--3341183
15,77900,5000,25,0,1,45,Av Cordoba 2600, Barrio Norte,Recoleta,RECOLETA 1 AMB PB PATIO SUPER OPORTUNIDAD,/departamento-en-venta-en-recoleta-1-ambiente--10437232
16,147000,15200,42,1,1,10,O´Higgins al 2400,Belgrano,,VENTA DEPARTAMENTO IMPECABLE 2 AMBIENTES - COCHERA - FULL AMENITIES - VISTA ABIERTA - BELGRANO,/departamento-en-venta-en-belgrano-2-ambientes--8281268
17,99000,3500,37,1,1,40,Naón al 2300, Belgrano,Belgrano R,VENTA DEPARTAMENTO 2 AMBIENTES IMPECABLE VISTA ABIERTA MUY LUMINOSO EN EL CORAZÓN DE BELGRANO R,/departamento-en-venta-en-belgrano-r-2-ambientes--9616522
18,158400,NaN,59,2,2,0,Blanco Encalada al 4700,Villa Urquiza,,VENTA DEPARTAMENTO 3 AMBIENTES A ESTRENAR CON EXCELENTES TERMINACIONES EN VILLA URQUIZA,/departamento-en-venta-en-villa-urquiza-3-ambientes--10159250
19,379000,NaN,67,2,2,0,Donado al 2300,Villa Urquiza,,VENTA 3 AMBIENTES A ESTRENAR CON TERRAZA Y PISCINA PRIVADA EN URQUIZA DOHO,/departamento-en-venta-en-villa-urquiza-3-ambientes--10410361
0,119000,NaN,36,0,1,0,Donado al 2300,Villa Urquiza,,VENTA AMPLIO MONOAMBIENTE DIVISIBLE A ESTRENAR  EN VILLA URQUIZA,/departamento-en-venta-en-villa-urquiza-1-ambiente--10395242
1,96000,NaN,39,1,1,0,Griveo al 2200,Villa Pueyrredon,,VENTA EXCELENTE DEPARTAMENTO AMPLIO A ESTRENAR MUY BUENA ACCESIBILIDAD EN VILLA PUEYRREDÓN,/departamento-en-venta-en-villa-pueyrredon-2-ambientes--8490291
2,55000,4000,,0,1,0,Bernardo de Irigoyen al 1400,San Telmo,,OPORTUNIDAD VENTA EXCELENTE MONOAMBIENTE VIVIENDA/ESTUDIO A ESTRENAR EN SAN TELMO,/departamento-en-venta-en-san-telmo-1-ambiente--8902484
3,159600,NaN,48,1,1,,Blanco Encalada al 4700,Villa Urquiza,,VENTA DEPARTAMENTO 2 AMBIENTES A ESTRENAR CON EXCELENTES TERMINACIONES EN VILLA URQUIZA,/departamento-en-venta-en-villa-urquiza-2-ambientes--10158375
4,145350,NaN,45,1,1,,Blanco Encalada al 4700,Villa Urquiza,,VENTA DEPARTAMENTO 2 AMBIENTES A ESTRENAR CON EXCELENTES TERMINACIONES EN VILLA URQUIZA,/departamento-en-venta-en-villa-urquiza-2-ambientes--10158531
5,185000,7500,71,2,1,7,Bauness al 1900,Villa Urquiza,,VENTA EXCELENTE 3 AMBIENTES  EN LA MEJOR UBICACIÓN DE URQUIZA R EN EDIFICIO FULL AMENITIES,/departamento-en-venta-en-villa-urquiza-3-ambientes--9428182
6,135000,NaN,,2,1,0,Independencia al 2800,Boedo,,VENTA DEPARTAMENTO EXCELENTE 3 AMBIENTES A ESTRENAR CON COCHERA FIJA EN BOEDO ENTREGA INMEDIATA,/departamento-en-venta-en-boedo-3-ambientes--7702300
7,151740,NaN,48,1,1,,Blanco Encalada al 4700,Villa Urquiza,,VENTA DEPARTAMENTO 2 AMBIENTES A ESTRENAR CON EXCELENTES TERMINACIONES EN VILLA URQUIZA,/departamento-en-venta-en-villa-urquiza-2-ambientes--10158843
8,70000,NaN,29,0,1,0,Viamonte al 2100,Centro,,VENTA EXCELENTE MONOAMBIENTE A ESTRENAR TODOS LOS MEDIOS DE TRANSPORTE EN EL CENTRO,/departamento-en-venta-en-centro-1-ambiente--7844435
9,42585,NaN,"27,65",0,,0,Av San Juan 1900,San Cristobal,,"MONOAMBIENTE, OBRA COMENZADA, EN AV SAN JUAN AL 1900 SAN CRISTOBAL",/departamento-en-venta-en-san-cristobal-1-ambiente--8998032
10,83514,NaN,45,1,1,0,Av san Juan 2800,San Cristobal,,"Excelente departamento en torre con amenities, financiación directa, finaliza junio 2022!!!!",/departamento-en-venta-en-san-cristobal-2-ambientes--8502339
11,47916,NaN,"29,04",0,1,0,"Av Jujuy 1000, Piso 6",San Cristobal,,"Departamento en venta en san Cristóbal, Capital federal",/departamento-en-venta-en-san-cristobal-1-ambiente--8323074
12,55000,NaN,31,0,,,Pichincha 1100,San Cristobal,,Departamento en San Cristóbal. Propiedad a estrenar. Pichincha 1192!!!,/departamento-en-venta-en-san-cristobal-1-ambiente--8504522
13,95000,NaN,"48,83",1,1,0,Av Independencia 3300,San Cristobal,,Muy buena unidad en torre sobre Av Independencia al 3300!!!!,/departamento-en-venta-en-san-cristobal-2-ambientes--10239661
14,135000,NaN,,1,1,,"Paraguay 3800, Piso Pb",Palermo,,Hermoso Dpto de 2 Ambiente muy luminoso - EXELENTE UBICACION,/departamento-en-venta-en-palermo-2-ambientes--9040600
15,349000,NaN,97,4,3,45,Echeverría 1500, Belgrano,Belgrano Barrancas,"PH., 5 Ambientes,Inmejorable Ubicación, Exte. Estado, Terraza con Parrilla, AA. Amoblado",/departamento-en-venta-en-belgrano-barrancas-5-ambientes--7126202
16,120000,7000,"60,47",2,2,45,"Juan Carlos Gomez 100, Piso 6",Parque Patricios,,"Departamento 3 Ambientes al frente con Balcon Terraza 2 baños, Baulera, Excelente Estado! Retasado",/departamento-en-venta-en-parque-patricios-3-ambientes--8205358
17,92000,NaN,30,1,1,0,Arevalo 1474 - 3- 01, Palermo,Palermo Hollywood,Departamento - Palermo Hollywood,/departamento-en-venta-en-palermo-hollywood-1-ambiente--6115515
18,100000,5600,42,1,1,2,Iberá al 5300, Villa Urquiza,Urquiza R,Venta Depto 2 amb  Urquiza R,/departamento-en-venta-en-urquiza-r-2-ambientes--10368896
19,64900,5000,29,0,1,0,Colombres  al 500, Almagro,Almagro Norte,Venta Departamento Monoambiente Almagro,/departamento-en-venta-en-almagro-norte-1-ambiente--10323638
0,99000,10000,48,1,1,40,Suipacha al 200, Centro,Monserrat,Venta 2 amb Monserrat,/departamento-en-venta-en-monserrat-2-ambientes--10338076
1,219000,16000,94,3,2,4,Combatientes de Malvinas  al 3000,Villa Urquiza,,Departamento en Villa Urquiza 4 amb con cochera y vista panorámica,/departamento-en-venta-en-villa-urquiza-4-ambientes--10247560
2,219000,17000,94,3,2,4,Combatientes de Malvinas  al 3000,Villa Ortuzar,,Departamento 4 amb en Villa Ortuzar con cochera y vista panorámica,/departamento-en-venta-en-villa-ortuzar-4-ambientes--10247532
3,66000,NaN,30,0,1,0,Av Gaona 2400,Caballito,,"Av Gaona 2464 4ºB Caballito 1amb 36,91m Amenit balc u$66.000",/departamento-en-venta-en-caballito-1-ambiente--10208476
4,72000,5000,35,1,1,40,Esmeralda 800, Centro,Retiro,"Departamento - Venta - Argentina, Capital Federal - Esmeralda 800",/departamento-en-venta-en-retiro-2-ambientes--10105343
5,129000,NaN,68,2,1,0,Montiel al 5400,Villa Lugano,,Departamentos 3 ambientes a estrenar - Villa Lugano,/departamento-en-venta-en-villa-lugano-3-ambientes--10500363
6,55000,4500,30,1,1,40,"Rio De Janeiro 300, Piso 5",Caballito,,2 ambientes lateral muy luminoso,/departamento-en-venta-en-caballito-2-ambientes--8923390
7,400000,25000,93,3,2,10,Av. Juan Bautista Alberdi al 117 1º01 ( Senillosa  - Doblas),Caballito,,Excelente departamento de 4 amb con cochera - Caballito,/departamento-en-venta-en-caballito-4-ambientes--10501124
8,189000,2500,66,2,1,,Cañada de Gomez al 1600,Mataderos,,Oportunidad. Departamento a estrenar 3 ambientes con patio y cochera- Mataderos,/departamento-en-venta-en-mataderos-3-ambientes--9046487
9,301500,NaN,92,3,3,0,Pringles 1200,Villa Crespo,,"Departamento  en Venta ubicado en Villa Crespo, Capital Federal - PRO0170_LP94628_2",/departamento-en-venta-en-villa-crespo-4-ambientes--7875750
10,120000,4500,45,2,1,40,MELIAN al 3200,Saavedra,,Muy lindo 3 amb. al frente en Torre! Piso alto. Muy luminoso! Vista abierta a ciudad.,/departamento-en-venta-en-saavedra-3-ambientes--9020013
11,450000,34500,189,4,3,38,Palpa al 2300,Belgrano,,Gran oportunidad! Piso de 206 m2 . Excelente valor x m2 en la zona. Cochera Fija,/departamento-en-venta-en-belgrano-6-ambientes--9205469
12,170000,9500,61,2,1,13,Monroe al 4600, Villa Urquiza,Urquiza R,Hermoso y amplio semipiso de tres ambientes! Dos balcones! - Urquiza R,/departamento-en-venta-en-urquiza-r-3-ambientes--9425368
13,1525000,90000,240,4,4,5,Cerviño  y Godoy Cruz, Palermo,Palermo Chico,Torre Quantum - Excelente semipiso al frente con 2 Cocheras fijas y Baulera,/departamento-en-venta-en-palermo-chico-5-ambientes--9023950
14,635000,36556,200,3,2,40,Teodoro Garcia al 1900,Belgrano,,Espectacular piso de 7 amb con balcón corrido. Dos cocheras y Baulera.- Belgrano,/departamento-en-venta-en-belgrano-7-ambientes--8927198
15,198000,11000,72,2,1,50,Luis Maria Campos al 300, Belgrano,Las Cañitas,Muy buen 3 amb c/balcón al fte. Vista abierta. Muy lum. c/dep. de serv.,/departamento-en-venta-en-las-canitas-3-ambientes--6692873
16,295000,23000,63,1,1,17,Sinclair al 2900, Palermo,Palermo Nuevo,Sinclair y Av. Cerviño - Hermoso Triplex de 2 amb con balcón y Terraza. - Excelente categoría.,/departamento-en-venta-en-palermo-nuevo-2-ambientes--8932737
17,800000,59000,114,1,2,13,Jerónimo Salguero al 2700, Palermo,Palermo Chico,Increible 3 amb de 120 m2 con balcón al contrafrente y 2 Cocheras fijas,/departamento-en-venta-en-palermo-chico-2-ambientes--9784913
18,298000,25000,100,3,1,35,La Pampa al 2100, Belgrano,Belgrano Barrancas,"Hermoso semipiso de 4 amb c/dep, cochera y baulera. Impecable estado!",/departamento-en-venta-en-belgrano-barrancas-4-ambientes--8087313
19,160000,9500,70,3,1,18,Independencia al 3700, Caballito,Caballito Sur,Impecable 4 amb al frente. Torre con mucha luz. - Caballito Norte,/departamento-en-venta-en-caballito-sur-4-ambientes--8240824
0,140000,14000,37,1,1,12,Charcas al 3000, Barrio Norte,Recoleta,EXCELENTE DEPTO 2 AMB   BAULERA - RECOLETA,/departamento-en-venta-en-recoleta-2-ambientes--9882802
1,210000,10400,96,2,1,60,Libertad  al 1100, Barrio Norte,Recoleta,Departamento - Recoleta,/departamento-en-venta-en-recoleta-4-ambientes--9414375
2,59500,6100,25,0,1,45,Av. Scalabrini Ortiz 2500,Palermo,,"Departamento  en Venta ubicado en Palermo, Capital Federal, Buenos Aires - BTE1790_LP480287_1",/departamento-en-venta-en-palermo-1-ambiente--10458126
3,98000,6800,33,0,1,12,Guatemala 6000,Palermo,,"Excelente Ubicacion, Increible Depto, Edific con Piscina, Sum, Parril y Laundry",/departamento-en-venta-en-palermo--8500031
4,145000,10900,49,1,1,7,Honorio Pueyrredon al 400,Caballito,,Departamento - Caballito,/departamento-en-venta-en-caballito-2-ambientes--10551020
5,185000,13107,"77,71",2,1,10,"Av C Vidal 2600, Piso 2",Belgrano,,"Duplex de 3 ambientes frente y contrafrente, balcón",/departamento-en-venta-en-belgrano-3-ambientes--8005512
